village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_non_agri_builtup,pct_barren_uncultivable,total_population,population_density_per_ha,road_connectivity_score,healthcare_access_score,drainage_quality_score,tapwater_treated,tubewell_borehole,nearest_town_dist_km,district_hq_dist_km,flood_hazard_score_FROM_MODEL1,landslide_susceptibility_score_FROM_MODEL4,buildable_area_ha_EXTERNAL_TOFILL,water_supply_capacity_lpd_EXTERNAL_TOFILL,protected_forest_wetland_overlap_EXTERNAL_TOFILL,land_ownership_status_EXTERNAL_TOFILL,land_acquisition_feasibility_EXTERNAL_TOFILL,employment_market_access_EXTERNAL_TOFILL,site_suitability_score_TARGET,estimated_carrying_capacity_TARGET,accessibility_score,final_suitability
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,370.0,5.53,0.46,850.0,2.297,2,1,2,0.0,1.0,15.0,15.0,0.489,0.615,129.5,72250.0,0,Private / Mixed,Medium,Moderate,0.709,5827,0.06622516556291391,0.918155
519879,Patarveni,Vadodara Rural,22.173582,73.25714,384.0,1.29,3.86,721.0,1.878,2,0,2,0.0,1.0,17.0,17.0,0.514,0.606,134.4,61285.0,0,Private / Mixed,Medium,Moderate,0.708,6048,0.05847953216374269,0.951552
519875,Shahpura,Vadodara Rural,22.177526,73.236638,320.0,8.18,0.0,493.0,1.541,2,0,0,0.0,1.0,12.0,12.0,0.531,0.615,112.0,41905.0,0,Private / Mixed,Medium,High,0.671,5040,0.08264462809917356,0.75152
519878,Samaspura,Vadodara Rural,22.177009,73.265683,344.0,3.5,3.82,961.0,2.794,2,0,2,0.0,1.0,24.0,24.0,0.553,0.608,120.4,81685.0,0,Private / Mixed,Medium,Moderate,0.676,5418,0.04149377593360996,0.8139040000000002
519887,Hansapura,Vadodara Rural,22.163973,73.244571,193.0,16.06,10.88,308.0,1.596,2,0,1,0.0,1.0,15.0,15.0,0.451,0.603,66.5,26180.0,0,Private / Mixed,Medium,Moderate,0.64,2992,0.06622516556291391,0.42560000000000003
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,148.0,1.46,2.19,430.0,2.905,2,0,1,0.0,1.0,19.0,19.0,0.477,0.644,51.0,36550.0,0,Private / Mixed,Medium,Moderate,0.604,2295,0.05235602094240837,0.30804
519881,Fatepura,Vadodara Rural,22.166403,73.223225,173.0,1.15,0.0,278.0,1.607,1,0,0,0.0,1.0,15.0,15.0,0.54,0.606,60.6,23630.0,0,Private / Mixed,Medium,Moderate,0.451,2727,0.06622516556291391,0.273306
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,188.0,5.85,0.0,190.0,1.011,2,0,0,0.0,1.0,22.0,22.0,0.466,0.593,65.8,16150.0,0,Private / Mixed,Medium,Moderate,0.636,2961,0.04524886877828054,0.41848799999999997
519886,Kajapur,Vadodara Rural,22.156066,73.213603,270.0,5.19,0.0,462.0,1.711,2,0,1,0.0,1.0,22.0,22.0,0.522,0.612,94.5,39270.0,0,Private / Mixed,Medium,Moderate,0.652,4252,0.04524886877828054,0.61614
519891,Salad,Vadodara Rural,22.148334,73.2608,803.0,0.5,4.86,1501.0,1.869,2,1,2,0.0,1.0,20.0,20.0,0.464,0.627,279.6,127585.0,0,Private / Mixed,Medium,Moderate,0.744,12582,0.04975124378109452,2.080224
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,199.0,10.55,0.0,313.0,1.573,3,0,1,0.0,1.0,20.0,20.0,0.485,0.605,69.6,26605.0,0,Private / Mixed,Medium,Moderate,0.782,3131,0.04975124378109452,0.544272
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,279.0,1.38,0.0,155.0,0.556,2,0,1,0.0,1.0,19.0,19.0,0.382,0.657,97.6,13175.0,0,Private / Mixed,Medium,Moderate,0.698,4392,0.05235602094240837,0.681248
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,128.0,1.56,1.56,82.0,0.641,2,0,0,0.0,1.0,23.0,23.0,0.507,0.594,44.8,6970.0,0,Private / Mixed,Medium,Moderate,0.593,2015,0.04329004329004329,0.26566399999999996
519894,Por,Vadodara Rural,22.134139,73.195065,613.0,19.58,0.0,7342.0,11.977,2,1,2,0.0,1.0,15.0,15.0,0.557,0.586,214.6,624070.0,0,Private / Mixed,Medium,Moderate,0.717,9657,0.06622516556291391,1.538682
519900,Ankhi,Vadodara Rural,22.129567,73.203911,377.0,6.08,2.38,1179.0,3.127,2,0,2,0.0,1.0,16.0,16.0,0.464,0.576,125.3,100215.0,0,Private / Mixed,Medium,Moderate,0.718,5638,0.06211180124223602,0.8996539999999998
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,148.0,6.76,0.0,68.0,0.459,2,0,1,0.0,1.0,23.0,23.0,0.518,0.627,51.8,5780.0,0,Private / Mixed,Medium,Moderate,0.594,2331,0.04329004329004329,0.30769199999999997
519904,Runvad,Vadodara Rural,22.127215,73.239275,635.0,1.57,0.0,1400.0,2.205,2,0,2,0.0,1.0,23.0,23.0,0.456,0.604,221.6,119000.0,0,Private / Mixed,Medium,Moderate,0.75,9972,0.04329004329004329,1.662
519902,Ramnath,Vadodara Rural,22.134989,73.223695,288.0,3.82,1.74,1239.0,4.302,2,1,2,0.0,1.0,23.0,23.0,0.484,0.571,84.7,105315.0,0,Private / Mixed,Medium,Moderate,0.658,3811,0.04329004329004329,0.5573260000000001
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,191.0,0.52,8.9,579.0,3.031,2,1,2,0.0,1.0,13.0,13.0,0.39,0.608,63.0,49215.0,0,Private / Mixed,Medium,High,0.656,2835,0.07633587786259542,0.41328000000000004
521039,Jaspur,Padra,22.286455,73.060154,1575.0,28.95,8.25,7658.0,4.862,2,1,1,0.0,1.0,6.0,22.0,0.416,0.586,546.3,650930.0,0,Private / Mixed,Medium,High,0.766,24583,0.1639344262295082,4.184658
521043,Umaraya,Padra,22.268181,73.02998,539.0,7.45,8.38,4115.0,7.635,2,1,1,0.0,1.0,6.0,26.0,0.463,0.579,154.2,349775.0,0,Private / Mixed,Medium,High,0.751,6938,0.1639344262295082,1.158042
521041,Tajpura,Padra,22.266245,73.069227,333.0,0.97,0.65,1720.0,5.165,2,1,1,0.0,1.0,2.0,17.0,0.375,0.659,116.6,146200.0,0,Private / Mixed,Medium,High,0.725,5247,0.47619047619047616,0.8453499999999999
521042,Luna,Padra,22.26456,73.049273,448.0,12.1,0.6,2739.0,6.114,2,0,1,0.0,1.0,3.0,20.0,0.344,0.607,156.8,232815.0,0,Private / Mixed,Medium,High,0.789,7056,0.3225806451612903,1.237152
521040,Sangma,Padra,22.264793,73.087969,329.0,3.65,6.08,3096.0,9.41,3,1,1,0.0,1.0,2.0,10.0,0.431,0.647,115.2,263160.0,0,Private / Mixed,Medium,High,0.856,5184,0.47619047619047616,0.986112
521044,Ekalbara,Padra,22.256383,73.017797,593.0,0.43,11.91,4435.0,7.479,3,0,1,0.0,0.0,8.0,22.0,0.464,0.627,207.6,376975.0,0,Private / Mixed,Medium,High,0.894,9342,0.1234567901234568,1.855944
521045,Mujpur,Padra,22.245552,72.992466,889.0,15.19,7.31,9410.0,10.585,2,1,1,0.0,1.0,10.0,28.0,0.492,0.629,311.2,799850.0,0,Private / Mixed,Medium,High,0.733,14004,0.09900990099009901,2.281096
521058,Dabhasa,Padra,22.23737,73.038788,1199.0,14.35,3.25,8337.0,6.953,3,1,1,0.0,1.0,4.0,20.0,0.372,0.606,419.6,708645.0,0,Private / Mixed,Medium,High,0.929,18882,0.24390243902439027,3.8980840000000008
521059,Sokhdakhurd,Padra,22.244837,73.11375,447.0,0.22,0.44,2139.0,4.785,2,1,1,0.0,1.0,2.0,14.0,0.508,0.627,156.1,181815.0,0,Private / Mixed,Medium,High,0.728,7024,0.47619047619047616,1.136408
521057,Mahuvad,Padra,22.234796,73.013282,483.0,7.9,1.25,2564.0,5.308,3,1,1,0.0,1.0,7.0,23.0,0.319,0.637,169.0,217940.0,0,Private / Mixed,Medium,High,0.943,7605,0.14084507042253522,1.59367
521061,Darapura,Padra,22.228044,73.106676,408.0,17.8,0.49,3032.0,7.431,2,0,1,0.0,1.0,3.0,18.0,0.532,0.572,142.8,257720.0,0,Private / Mixed,Medium,High,0.718,6426,0.3225806451612903,1.025304
521060,Patod,Padra,22.225549,73.120499,511.0,6.02,0.78,2479.0,4.851,2,0,1,0.0,1.0,3.0,19.0,0.536,0.573,178.8,210715.0,0,Private / Mixed,Medium,High,0.726,8046,0.3225806451612903,1.298088
521055,Narsipura,Padra,22.229941,72.973697,267.0,3.0,10.49,3447.0,12.91,2,0,1,0.0,0.0,14.0,35.0,0.427,0.616,93.4,292995.0,0,Private / Mixed,Medium,High,0.683,4203,0.07092198581560284,0.6379220000000001
521056,Dhobikuwa,Padra,22.22517,73.002439,197.0,9.14,0.0,3392.0,17.218,2,0,1,0.0,1.0,9.0,27.0,0.33,0.626,68.9,288320.0,0,Private / Mixed,Medium,High,0.682,3100,0.10989010989010989,0.4698980000000001
521063,Latipura,Padra,22.222343,73.058454,350.0,0.0,0.27,2702.0,7.72,2,0,1,0.0,1.0,3.0,18.0,0.456,0.606,122.5,229670.0,0,Private / Mixed,Medium,High,0.713,5512,0.3225806451612903,0.873425
521062,Ghayaj,Padra,22.219221,73.082331,738.0,3.5,1.48,2667.0,3.614,3,0,1,0.0,1.0,2.0,19.0,0.519,0.592,254.8,226695.0,0,Private / Mixed,Medium,High,0.88,11466,0.47619047619047616,2.2422400000000002
521054,Somjipura,Padra,22.215018,72.968122,252.0,7.94,0.4,2480.0,9.841,2,0,1,0.0,1.0,14.0,35.0,0.315,0.627,88.2,210800.0,0,Private / Mixed,Medium,High,0.713,3969,0.07092198581560284,0.628866
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,1099.0,15.92,0.0,7027.0,6.394,3,1,2,0.0,1.0,12.0,12.0,0.528,0.552,333.9,597295.0,0,Private / Mixed,Medium,High,0.882,15025,0.08264462809917356,2.944998
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,521.0,0.0,0.18,4608.0,8.845,2,1,2,0.0,1.0,6.0,12.0,0.491,0.638,182.4,391680.0,0,Private / Mixed,Medium,High,0.732,8208,0.1639344262295082,1.335168
519825,Rayaka,Vadodara Rural,22.439928,73.10356,595.0,2.01,10.05,1981.0,3.329,3,0,2,0.0,1.0,20.0,20.0,0.417,0.586,197.8,168385.0,0,Private / Mixed,Medium,Moderate,0.916,8901,0.04975124378109452,1.8118480000000003
519826,Sankarda,Vadodara Rural,22.433457,73.127512,734.0,0.0,2.99,7460.0,10.163,2,1,2,0.0,1.0,14.0,14.0,0.535,0.585,241.2,634100.0,0,Private / Mixed,Medium,High,0.725,10854,0.07092198581560284,1.7486999999999997
519828,Sokhda,Vadodara Rural,22.424976,73.16211,1180.0,4.69,0.23,12610.0,10.686,2,1,1,0.0,1.0,8.0,12.0,0.468,0.585,413.0,1071850.0,0,Private / Mixed,Medium,High,0.748,18585,0.1234567901234568,3.0892399999999998
519829,Padmala,Vadodara Rural,22.415159,73.132252,695.0,10.36,5.9,5446.0,7.836,3,1,2,0.0,1.0,18.0,18.0,0.484,0.605,243.2,462910.0,0,Private / Mixed,Medium,Moderate,0.89,10944,0.055248618784530384,2.1644799999999997
519832,Ajod,Vadodara Rural,22.40144,73.158016,406.0,12.02,0.0,2661.0,6.554,2,1,2,0.0,1.0,20.0,20.0,0.379,0.286,142.1,226185.0,0,Private / Mixed,Medium,Moderate,0.814,6394,0.04975124378109452,1.1566939999999999
519831,Anagadh,Vadodara Rural,22.373755,73.080302,1137.0,10.92,2.02,14780.0,12.999,2,1,2,0.0,1.0,6.0,20.0,0.588,0.578,348.2,1256300.0,0,Private / Mixed,Medium,High,0.708,15669,0.1639344262295082,2.4652559999999997
519836,Dhanora,Vadodara Rural,22.379574,73.097867,374.0,6.37,7.64,4006.0,10.711,2,1,2,0.0,1.0,5.0,18.0,0.519,0.586,130.9,340510.0,0,Private / Mixed,Medium,High,0.705,5890,0.19607843137254904,0.9228449999999999
519837,Kotna,Vadodara Rural,22.359605,73.058884,414.0,4.84,15.5,2902.0,7.01,2,1,2,0.0,1.0,8.0,25.0,0.494,0.596,144.9,246670.0,0,Government Revenue Land,High,High,0.731,6520,0.1234567901234568,1.0592190000000001
519848,Khanpur,Vadodara Rural,22.318836,73.118396,193.0,0.47,0.47,1466.0,7.596,3,0,2,0.0,1.0,12.0,12.0,0.752,0.286,67.6,124610.0,0,Private / Mixed,Medium,High,0.734,3041,0.08264462809917356,0.49618399999999996
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,1235.0,14.17,0.0,9464.0,7.663,3,1,2,0.0,1.0,13.0,13.0,0.452,0.631,385.4,804440.0,0,Private / Mixed,Medium,High,0.897,17343,0.07633587786259542,3.457038
519859,Chapad,Vadodara Rural,22.229309,73.156898,496.0,2.02,0.0,2419.0,4.877,2,0,2,0.0,1.0,7.0,12.0,0.511,0.605,173.6,205615.0,0,Private / Mixed,Medium,High,0.73,7812,0.14084507042253522,1.26728
519846,Ampad,Vadodara Rural,22.303464,73.085825,459.0,6.55,0.0,1610.0,3.508,2,1,2,0.0,1.0,7.0,10.0,0.454,0.597,160.6,136850.0,0,Private / Mixed,Medium,High,0.752,7227,0.14084507042253522,1.207712
519847,Mahapura,Vadodara Rural,22.302753,73.103757,130.0,0.0,0.0,1601.0,12.315,2,0,2,0.0,0.0,8.0,8.0,0.548,0.637,45.5,136085.0,0,Private / Mixed,Medium,High,0.573,2047,0.1234567901234568,0.260715
519845,Hinglot,Vadodara Rural,22.293659,73.078092,273.0,1.83,0.0,1057.0,3.872,2,0,2,0.0,1.0,5.0,12.0,0.44,0.616,95.6,89845.0,0,Private / Mixed,Medium,High,0.681,4302,0.19607843137254904,0.651036
519851,Raypura,Vadodara Rural,22.279864,73.09255,449.0,1.32,10.96,5619.0,12.514,2,1,2,0.0,1.0,8.0,8.0,0.468,0.605,157.1,477615.0,0,Private / Mixed,Medium,High,0.745,7069,0.1234567901234568,1.1703949999999999
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,165.0,0.0,9.43,1032.0,6.255,3,0,2,0.0,1.0,8.0,15.0,0.568,0.628,57.7,87720.0,0,Private / Mixed,Medium,High,0.734,2596,0.1234567901234568,0.42351800000000006
519853,Samiyala,Vadodara Rural,22.25584,73.124736,499.0,5.66,3.7,6364.0,12.754,3,1,2,0.0,1.0,8.0,12.0,0.59,0.628,174.6,540940.0,0,Private / Mixed,Medium,High,0.849,7857,0.1234567901234568,1.482354
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,614.0,6.19,27.69,4740.0,7.72,3,0,1,0.0,1.0,15.0,15.0,0.449,0.594,214.9,402900.0,0,Government Revenue Land,High,Moderate,0.904,9670,0.06622516556291391,1.942696
251214,Padra,Padra,22.244951,73.080335,0.0,3.5549999999999997,2.8899999999999997,46660.0,2.3600000000000003,0,0,0,0.0,0.0,0.0,35.0,0.773,0.286,0.0,3966100.0,0,Private / Mixed,Medium,High,0.207,0,10.0,0.0
520926,Kunvarwada,Dabhoi,22.252725,73.337496,612.0,0.0,1.47,1014.0,1.657,2,0,2,0.0,0.0,20.0,20.0,0.434,0.585,214.2,86190.0,0,Private / Mixed,Medium,Moderate,0.76,9639,0.04975124378109452,1.62792
520927,Vanadra,Dabhoi,22.238186,73.364509,1368.0,0.0,0.8,2531.0,1.85,3,0,0,0.0,1.0,15.0,15.0,0.379,0.59,454.3,215135.0,0,Private / Mixed,Medium,Moderate,0.929,20443,0.06622516556291391,4.220447
520925,Saguwada,Dabhoi,22.240843,73.32019,446.0,1.12,15.7,840.0,1.883,1,1,0,0.0,1.0,16.0,16.0,0.453,0.586,156.1,71400.0,0,Government Revenue Land,High,Moderate,0.604,7024,0.06211180124223602,0.9428439999999999
520924,Malharpura,Dabhoi,22.238425,73.302594,178.0,6.21,0.0,370.0,2.079,1,0,0,0.0,1.0,12.0,12.0,0.539,0.586,62.3,31450.0,0,Private / Mixed,Medium,High,0.457,2803,0.08264462809917356,0.284711
520939,Dholar,Dabhoi,22.222189,73.395816,847.0,0.0,5.48,2049.0,2.419,3,1,0,0.0,1.0,10.0,46.0,0.474,0.603,287.5,174165.0,0,Private / Mixed,Medium,High,0.894,12937,0.09900990099009901,2.5702499999999997
520928,Mavli,Dabhoi,22.221537,73.342496,629.0,0.0,8.74,962.0,1.529,2,0,2,0.0,1.0,15.0,20.0,0.494,0.614,220.2,81770.0,0,Private / Mixed,Medium,Moderate,0.735,9909,0.06622516556291391,1.6184699999999999
520923,Rasulpura,Dabhoi,22.22173,73.317514,277.0,0.0,0.0,376.0,1.357,2,0,0,0.0,1.0,15.0,17.0,0.509,0.585,91.0,31960.0,0,Private / Mixed,Medium,Moderate,0.655,4095,0.06622516556291391,0.5960500000000001
519818,Indrad,Savli,22.439792,73.273307,1046.0,6.7,3.92,1912.0,1.828,2,0,2,0.0,1.0,15.0,20.0,0.482,0.595,366.1,162520.0,0,Private / Mixed,Medium,Moderate,0.742,16474,0.06622516556291391,2.7164620000000004
519817,Pilol,Savli,22.422196,73.230199,603.0,15.75,6.8,3242.0,5.376,2,0,2,0.0,1.0,20.0,10.0,0.545,0.583,211.0,275570.0,0,Private / Mixed,Medium,Moderate,0.722,9495,0.04975124378109452,1.5234199999999998
519833,Asoj,Vadodara Rural,22.421,73.199415,1094.0,0.74,1.95,3801.0,3.474,2,1,2,0.0,0.0,14.0,14.0,0.522,0.584,382.9,323085.0,0,Private / Mixed,Medium,High,0.73,17230,0.07092198581560284,2.79517
519834,Virod,Vadodara Rural,22.394473,73.226574,1092.0,0.56,10.01,2461.0,2.254,2,1,2,0.0,1.0,9.0,9.0,0.491,0.561,382.2,209185.0,0,Private / Mixed,Medium,High,0.744,17199,0.10989010989010989,2.8435679999999994
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,321.0,2.66,0.0,942.0,2.935,1,0,2,0.0,1.0,12.0,12.0,0.548,0.575,104.1,80070.0,0,Private / Mixed,Medium,High,0.511,4684,0.08264462809917356,0.531951
519838,Dena,Vadodara Rural,22.365988,73.221735,444.0,0.0,8.56,2565.0,5.777,2,0,2,0.0,1.0,8.0,8.0,0.557,0.586,155.4,218025.0,0,Private / Mixed,Medium,High,0.717,6993,0.1234567901234568,1.1142180000000002
519841,Kotali,Vadodara Rural,22.35516,73.235373,312.0,8.42,0.0,1269.0,4.067,3,0,2,0.0,1.0,10.0,10.0,0.484,0.575,100.4,107865.0,0,Private / Mixed,Medium,High,0.828,4518,0.09900990099009901,0.831312
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,483.0,12.83,0.0,1618.0,3.35,3,1,2,0.0,1.0,12.0,12.0,0.472,0.586,146.2,137530.0,0,Private / Mixed,Medium,High,0.892,6578,0.08264462809917356,1.3041039999999997
519849,Ankhol,Vadodara Rural,22.304008,73.270046,371.0,0.0,8.36,1129.0,3.043,2,0,2,0.0,1.0,5.0,5.0,0.488,0.583,128.4,95965.0,0,Private / Mixed,Medium,High,0.713,5778,0.19607843137254904,0.915492
519850,Khatamba,Vadodara Rural,22.286521,73.27036,363.0,8.54,1.38,920.0,2.534,2,0,2,0.0,1.0,10.0,10.0,0.522,0.606,127.0,78200.0,0,Private / Mixed,Medium,High,0.696,5715,0.09900990099009901,0.8839199999999999
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,393.0,0.0,0.0,751.0,1.911,3,0,2,0.0,1.0,12.0,12.0,0.555,0.576,137.5,63835.0,0,Private / Mixed,Medium,High,0.853,6187,0.08264462809917356,1.172875
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,477.0,1.6,0.46,1046.0,2.193,2,0,2,0.0,1.0,9.0,9.0,0.498,0.576,167.0,88910.0,0,Private / Mixed,Medium,High,0.739,7515,0.10989010989010989,1.23413
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,93.0,0.0,1.83,430.0,4.624,2,0,1,0.0,1.0,9.0,9.0,0.569,0.586,32.6,36550.0,0,Private / Mixed,Medium,High,0.556,1467,0.10989010989010989,0.18125600000000003
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,295.0,0.36,0.0,1508.0,5.112,3,0,2,0.0,1.0,8.0,8.0,0.521,0.575,103.2,128180.0,0,Private / Mixed,Medium,High,0.819,4644,0.1234567901234568,0.845208
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,847.0,0.77,0.51,2929.0,3.458,3,1,2,0.0,1.0,11.0,11.0,0.538,0.607,295.7,248965.0,0,Private / Mixed,Medium,High,0.871,13306,0.0900900900900901,2.575547
519857,Vadadla,Vadodara Rural,22.248199,73.250718,395.0,0.0,1.01,2303.0,5.83,2,1,2,0.0,1.0,5.0,5.0,0.437,0.573,138.2,195755.0,0,Private / Mixed,Medium,High,0.745,6218,0.19607843137254904,1.0295899999999998
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,226.0,0.89,0.0,298.0,1.319,2,0,1,0.0,1.0,11.0,11.0,0.53,0.574,78.8,25330.0,0,Private / Mixed,Medium,High,0.633,3546,0.0900900900900901,0.498804
519863,Navapura,Vadodara Rural,22.242051,73.265192,102.0,0.0,1.0,387.0,3.794,2,0,1,0.0,1.0,10.0,10.0,0.506,0.585,35.3,32895.0,0,Private / Mixed,Medium,High,0.582,1588,0.09900990099009901,0.20544599999999996
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,507.0,10.65,4.54,991.0,1.955,2,0,0,0.0,1.0,7.0,7.0,0.539,0.598,177.4,84235.0,0,Private / Mixed,Medium,High,0.722,7983,0.14084507042253522,1.2808279999999999
519867,Hetampura,Vadodara Rural,22.227236,73.2839,249.0,1.23,1.23,1504.0,6.04,1,0,2,0.0,1.0,14.0,14.0,0.513,0.582,86.4,127840.0,0,Private / Mixed,Medium,High,0.498,3888,0.07092198581560284,0.430272
519866,Diwalipura,Vadodara Rural,22.228,73.295272,308.0,0.3,0.61,661.0,2.146,3,0,2,0.0,1.0,13.0,15.0,0.5,0.585,107.5,56185.0,0,Private / Mixed,Medium,High,0.831,4837,0.07633587786259542,0.8933249999999999
519860,Maretha,Vadodara Rural,22.223075,73.183108,241.0,0.83,4.58,1918.0,7.959,2,0,2,0.0,1.0,10.0,10.0,0.542,0.617,84.4,163030.0,0,Private / Mixed,Medium,High,0.63,3798,0.09900990099009901,0.5317200000000001
251209,Vadodara,Vadodara Rural,22.306225,73.182732,0.0,3.5549999999999997,2.8899999999999997,1752371.0,2.3600000000000003,0,0,0,0.0,0.0,0.0,35.0,0.765,0.286,0.0,148951535.0,0,Private / Mixed,Medium,High,0.209,0,10.0,0.0
519938,Panch Devla,Vaghodia,22.43723,73.378274,260.0,0.39,32.43,867.0,3.335,3,0,1,0.0,1.0,10.0,28.0,0.439,0.602,91.0,73695.0,0,Government Revenue Land,High,High,0.827,4095,0.09900990099009901,0.75257
519939,Abhrampura,Vaghodia,22.430948,73.384792,451.0,6.86,0.0,627.0,1.39,2,0,1,0.0,1.0,20.0,30.0,0.431,0.614,157.8,53295.0,0,Private / Mixed,Medium,Moderate,0.757,7101,0.04975124378109452,1.194546
519936,Kamrol,Vaghodia,22.426497,73.295766,1011.0,5.45,0.0,2097.0,2.074,3,1,1,0.0,1.0,22.0,25.0,0.492,0.594,353.8,178245.0,0,Private / Mixed,Medium,Moderate,0.889,15921,0.04524886877828054,3.1452820000000004
519942,Kodarvaya,Vaghodia,22.415313,73.384313,252.0,4.74,7.11,398.0,1.579,2,0,1,0.0,0.0,18.0,27.0,0.346,0.614,88.2,33830.0,0,Private / Mixed,Medium,Moderate,0.704,3969,0.055248618784530384,0.6209279999999999
519935,Amreshwar,Vaghodia,22.413419,73.264611,247.0,17.41,0.0,480.0,1.943,2,0,1,0.0,1.0,17.0,17.0,0.443,0.616,86.4,40800.0,0,Private / Mixed,Medium,Moderate,0.668,3888,0.05847953216374269,0.5771520000000001
519950,Kotambi,Vaghodia,22.396152,73.312378,1950.0,1.04,2.54,3740.0,1.918,3,0,1,0.0,0.0,14.0,14.0,0.527,0.576,647.1,317900.0,0,Private / Mixed,Medium,High,0.879,29119,0.07092198581560284,5.688009000000001
519937,Lilora,Vaghodia,22.428497,73.363664,549.0,8.21,0.0,1698.0,3.093,3,1,1,0.0,1.0,14.0,25.0,0.422,0.637,192.1,144330.0,0,Private / Mixed,Medium,High,0.907,8644,0.07092198581560284,1.742347
519943,Vyankatpura,Vaghodia,22.404352,73.368516,496.0,23.23,0.2,592.0,1.194,2,0,1,0.0,0.0,15.0,25.0,0.445,0.626,173.6,50320.0,0,Private / Mixed,Medium,Moderate,0.75,7812,0.06622516556291391,1.3019999999999998
519945,Rahkui,Vaghodia,22.408263,73.335659,305.0,11.51,2.96,773.0,2.534,2,0,1,0.0,0.0,16.0,20.0,0.471,0.626,106.8,65705.0,0,Private / Mixed,Medium,Moderate,0.684,4806,0.06211180124223602,0.730512
519946,Ganeshpura,Vaghodia,22.402363,73.274967,589.0,13.24,0.0,981.0,1.666,2,0,1,0.0,1.0,16.0,16.0,0.458,0.605,206.2,83385.0,0,Private / Mixed,Medium,Moderate,0.749,9279,0.06211180124223602,1.5444379999999998
519944,Amrutpura,Vaghodia,22.398513,73.352163,262.0,34.98,1.9,409.0,1.561,1,0,1,0.0,1.0,15.0,27.0,0.522,0.594,91.7,34765.0,0,Private / Mixed,Medium,Moderate,0.5,4126,0.06622516556291391,0.4585
519947,Bhaniyara,Vaghodia,22.393587,73.264179,692.0,5.92,2.45,1796.0,2.595,3,1,1,0.0,1.0,13.0,13.0,0.551,0.593,242.2,152660.0,0,Private / Mixed,Medium,High,0.868,10899,0.07633587786259542,2.102296
519954,Jafarpura,Vaghodia,22.389601,73.367701,146.0,4.08,7.48,358.0,2.452,1,0,1,0.0,0.0,18.0,25.0,0.535,0.604,51.1,30430.0,0,Private / Mixed,Medium,Moderate,0.44,2299,0.055248618784530384,0.22484
519952,Intoli,Vaghodia,22.38544,73.332133,226.0,3.52,6.17,1060.0,4.69,2,0,1,0.0,0.0,12.0,12.0,0.464,0.602,79.1,90100.0,0,Private / Mixed,Medium,High,0.653,3559,0.08264462809917356,0.516523
519953,Rasulabad,Vaghodia,22.379755,73.345826,1043.0,7.68,0.0,2279.0,2.185,3,1,1,0.0,1.0,16.0,24.0,0.437,0.583,365.0,193715.0,0,Private / Mixed,Medium,Moderate,0.91,16425,0.06211180124223602,3.3215000000000003
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,654.0,27.79,1.37,1597.0,2.442,1,1,1,0.0,1.0,15.0,20.0,0.429,0.592,228.9,135745.0,0,Private / Mixed,Medium,Moderate,0.611,10300,0.06622516556291391,1.398579
519948,Bhaupura,Vaghodia,22.379426,73.279252,324.0,3.41,9.29,663.0,2.046,3,0,1,0.0,1.0,15.0,15.0,0.503,0.615,113.4,56355.0,0,Private / Mixed,Medium,Moderate,0.833,5103,0.06622516556291391,0.944622
519951,Sakariya,Vaghodia,22.370251,73.321545,423.0,6.4,1.66,654.0,1.546,2,0,1,0.0,1.0,12.0,12.0,0.412,0.594,148.0,55590.0,0,Private / Mixed,Medium,High,0.764,6660,0.08264462809917356,1.13072
519949,Kumetha,Vaghodia,22.36591,73.282281,775.0,6.84,4.52,1595.0,2.058,2,1,1,0.0,1.0,12.0,12.0,0.402,0.594,271.2,135575.0,0,Private / Mixed,Medium,High,0.77,12204,0.08264462809917356,2.08824
519958,Morlipura,Vaghodia,22.361659,73.295115,394.0,6.62,2.54,993.0,2.52,2,0,1,0.0,1.0,9.0,9.0,0.342,0.625,137.9,84405.0,0,Private / Mixed,Medium,High,0.77,6205,0.10989010989010989,1.06183
